"name","sourceHomeURL","sourceRSSLink","isGeneral","category1","category2","category3"
"MedicineNet","http://www.medicinenet.com/","http://www.medicinenet.com/rss/specialty/Edema.xml",FALSE,"Edema",,
"MedicineNet","http://www.medicinenet.com/","http://www.medicinenet.com/rss/specialty/Ehlers-Danlos_Syndrome.xml",FALSE,"Ehlers-Danlos Syndrome",,
"MedicineNet","http://www.medicinenet.com/","http://www.medicinenet.com/rss/specialty/Encephalitis_and_Meningitis.xml",FALSE,"Encephalitis and Meningitis",,
"MedicineNet","http://www.medicinenet.com/","http://www.medicinenet.com/rss/specialty/Endocarditis.xml",FALSE,"Endocarditis",,
"MedicineNet","http://www.medicinenet.com/","http://www.medicinenet.com/rss/specialty/Endometriosis.xml",FALSE,"Endometriosis",,
"MedicineNet","http://www.medicinenet.com/","http://www.medicinenet.com/rss/specialty/Enteroinvasive_E_Coli.xml",FALSE,"Enteroinvasive E. Coli",,
"MedicineNet","http://www.medicinenet.com/","http://www.medicinenet.com/rss/specialty/Eosinophilic_Fasciitis.xml",FALSE,"Eosinophilic Fasciitis",,
"MedicineNet","http://www.medicinenet.com/","http://www.medicinenet.com/rss/specialty/Erythema_Nodosum.xml",FALSE,"Erythema Nodosum",,
"MedicineNet","http://www.medicinenet.com/","http://www.medicinenet.com/rss/specialty/Esophageal_Cancer.xml",FALSE,"Esophageal Cancer",,
"MedicineNet","http://www.medicinenet.com/","http://www.medicinenet.com/rss/specialty/Essential_Mixed_Cryoglobulinemia.xml",FALSE,"Essential Mixed Cryoglobulinemia",,
"MedicineNet","http://www.medicinenet.com/","http://www.medicinenet.com/rss/specialty/Eustachian_Tube_Problems.xml",FALSE,"Eustachian Tube Problems",,
"MedicineNet","http://www.medicinenet.com/","http://www.medicinenet.com/rss/specialty/Exercise_and_Activity.xml",FALSE,"Exercise and Activity",,
"MedicineNet","http://www.medicinenet.com/","http://www.medicinenet.com/rss/specialty/Eye_Allergy.xml",FALSE,"Eye Allergy",,
"MedicineNet","http://www.medicinenet.com/","http://www.medicinenet.com/rss/specialty/Fabrys_Disease.xml",FALSE,"Fabry's Disease",,
"MedicineNet","http://www.medicinenet.com/","http://www.medicinenet.com/rss/specialty/Fainting.xml",FALSE,"Fainting",,
"MedicineNet","http://www.medicinenet.com/","http://www.medicinenet.com/rss/specialty/Fatty_Liver.xml",FALSE,"Fatty Liver",,
"MedicineNet","http://www.medicinenet.com/","http://www.medicinenet.com/rss/specialty/Feltys_Syndrome.xml",FALSE,"Felty's Syndrome",,
"MedicineNet","http://www.medicinenet.com/","http://www.medicinenet.com/rss/specialty/Fibrocystic_Breast_Condition.xml",FALSE,"Fibrocystic Breast Condition",,
"MedicineNet","http://www.medicinenet.com/","http://www.medicinenet.com/rss/specialty/Fibromyalgia.xml",FALSE,"Fibromyalgia",,
"MedicineNet","http://www.medicinenet.com/","http://www.medicinenet.com/rss/specialty/Flu_Vaccination.xml",FALSE,"Flu Vaccination",,
"MedicineNet","http://www.medicinenet.com/","http://www.medicinenet.com/rss/specialty/Gallstones.xml",FALSE,"Gallstones",,
"MedicineNet","http://www.medicinenet.com/","http://www.medicinenet.com/rss/specialty/Ganglion.xml",FALSE,"Ganglion",,
"MedicineNet","http://www.medicinenet.com/","http://www.medicinenet.com/rss/specialty/Gardner_Syndrome.xml",FALSE,"Gardner Syndrome",,
"MedicineNet","http://www.medicinenet.com/","http://www.medicinenet.com/rss/specialty/Gastroenteritis.xml",FALSE,"Gastroenteritis",,
"MedicineNet","http://www.medicinenet.com/","http://www.medicinenet.com/rss/specialty/Gastroesophageal_Reflux_Disease_GERD.xml",FALSE,"Gastroesophageal Reflux Disease (GERD)",,
"MedicineNet","http://www.medicinenet.com/","http://www.medicinenet.com/rss/specialty/Gastroparesis.xml",FALSE,"Gastroparesis",,
"MedicineNet","http://www.medicinenet.com/","http://www.medicinenet.com/rss/specialty/Gaucher_Disease.xml",FALSE,"Gaucher Disease",,
"MedicineNet","http://www.medicinenet.com/","http://www.medicinenet.com/rss/specialty/Genetic_Disease.xml",FALSE,"Genetic Disease",,
"MedicineNet","http://www.medicinenet.com/","http://www.medicinenet.com/rss/specialty/Genital_Herpes_In_Women.xml",FALSE,"Herpes",,
"MedicineNet","http://www.medicinenet.com/","http://www.medicinenet.com/rss/specialty/Genital_Warts_In_Women.xml",FALSE,"Herpes",,
"MedicineNet","http://www.medicinenet.com/","http://www.medicinenet.com/rss/specialty/German_Measles.xml",FALSE,"German Measles",,
"MedicineNet","http://www.medicinenet.com/","http://www.medicinenet.com/rss/specialty/Giardia_Lamblia.xml",FALSE,"Giardia Lamblia",,
"MedicineNet","http://www.medicinenet.com/","http://www.medicinenet.com/rss/specialty/Gilbert_Syndrome.xml",FALSE,"Gilbert Syndrome",,
"MedicineNet","http://www.medicinenet.com/","http://www.medicinenet.com/rss/specialty/Glaucoma.xml",FALSE,"Glaucoma",,
"MedicineNet","http://www.medicinenet.com/","http://www.medicinenet.com/rss/specialty/Gonorrhea_In_Women.xml",FALSE,"Gonorrhea",,
"MedicineNet","http://www.medicinenet.com/","http://www.medicinenet.com/rss/specialty/Gout.xml",FALSE,"Gout",,
"MedicineNet","http://www.medicinenet.com/","http://www.medicinenet.com/rss/specialty/Group_B_Strep.xml",FALSE,"Group B Strep",,
"MedicineNet","http://www.medicinenet.com/","http://www.medicinenet.com/rss/specialty/Guillain-Barre_Syndrome.xml",FALSE,"Guillain-Barre Syndrome",,
"MedicineNet","http://www.medicinenet.com/","http://www.medicinenet.com/rss/specialty/Gum_Disease.xml",FALSE,"Gum Disease",,
"MedicineNet","http://www.medicinenet.com/","http://www.medicinenet.com/rss/specialty/Hair_Loss.xml",FALSE,"Hair Loss",,
"MedicineNet","http://www.medicinenet.com/","http://www.medicinenet.com/rss/specialty/Hamstring_Injury.xml",FALSE,"Hamstring Injury",,
"MedicineNet","http://www.medicinenet.com/","http://www.medicinenet.com/rss/specialty/Hand-Foot-And-Mouth_Syndrome.xml",FALSE,"Hand-Foot-And-Mouth Syndrome",,
"MedicineNet","http://www.medicinenet.com/","http://www.medicinenet.com/rss/specialty/Hay_Fever.xml",FALSE,"Hay Fever",,
"MedicineNet","http://www.medicinenet.com/","http://www.medicinenet.com/rss/specialty/Head_Lice.xml",FALSE,"Head Lice",,
"MedicineNet","http://www.medicinenet.com/","http://www.medicinenet.com/rss/specialty/Headache.xml",FALSE,"Headache",,
"MedicineNet","http://www.medicinenet.com/","http://www.medicinenet.com/rss/specialty/Healthcare_Issues.xml",TRUE,"Healthcare Issues",,
"MedicineNet","http://www.medicinenet.com/","http://www.medicinenet.com/rss/specialty/Healthy_Living.xml",TRUE,"Healthy Living",,
"MedicineNet","http://www.medicinenet.com/","http://www.medicinenet.com/rss/specialty/Heart_Attack.xml",FALSE,"Heart Attack",,
"MedicineNet","http://www.medicinenet.com/","http://www.medicinenet.com/rss/specialty/Heat_Cramps.xml",FALSE,"Heat Cramps",,
"MedicineNet","http://www.medicinenet.com/","http://www.medicinenet.com/rss/specialty/Heat_Exhaustion.xml",FALSE,"Heat Exhaustion",,
"MedicineNet","http://www.medicinenet.com/","http://www.medicinenet.com/rss/specialty/Heat_Stroke.xml",FALSE,"Heat Stroke",,
"MedicineNet","http://www.medicinenet.com/","http://www.medicinenet.com/rss/specialty/Heel_Spurs.xml",FALSE,"Heel Spurs",,
"MedicineNet","http://www.medicinenet.com/","http://www.medicinenet.com/rss/specialty/Helicobacter_Pylori.xml",FALSE,"Helicobacter Pylori",,
"MedicineNet","http://www.medicinenet.com/","http://www.medicinenet.com/rss/specialty/Hemolytic_Uremic_Syndrome.xml",FALSE,"Hemolytic Uremic Syndrome",,
"MedicineNet","http://www.medicinenet.com/","http://www.medicinenet.com/rss/specialty/Hemorrhoids.xml",FALSE,"Hemorrhoids",,
